OBJECTID,DPA_AGENCY,DPA_GROUP,RESPOND_ID,NWCG_UNITID,AGREEMENTS,COST_APPOR,COMMENTS,Shape__Area,Shape__Length
538,LOCAL,LOCAL,LOCAL,,,LOCAL,"NJC_20140219_1343; NJC_20140306_0927; Changed RESPOND_ID to LOCAL.",4417747.03019381,9605.17290620035
539,LOCAL,LOCAL,LOCAL,,,LOCAL,"NJC_20140219_1346; Changed attributes to update.; NJC_20140306_0927; Changed RESPOND_ID to LOCAL.",0.269775390625,344.442562754912
540,LOCAL,LOCAL,LOCAL,,,LOCAL,"NJC_20140219_1421; Cut background poly to match update. Changed attributes to update.; NJC_20140306_0927; Changed RESPOND_ID to LOCAL.",104108.514007568,1855.54400505353
541,LOCAL,LOCAL,LOCAL,,,LOCAL,"NJC_20140219_1422; Cut background poly to match update. Changed attributes to update; PreCom: update 8/23/06 for 2005 SRA rev; NJC_20140306_0927; Changed RESPOND_ID to LOCAL.",3337.68383026123,533.860732861597
542,LOCAL,LOCAL,LOCAL,,,LOCAL,"NJC_20140219_1428; Cut background poly to match update. Changed attributes to update.; PreCom: update 8/23/06 for 2005 SRA rev; NJC_20140306_0927; Changed RESPOND_ID to LOCAL.",476086.702941895,4632.18797525277
543,LOCAL,LOCAL,LOCAL,,,LOCAL,"NJC_20140219_1436; Cut background poly to match update. Changed attributes to update. Cleaned sliver around update.; NJC_20140306_0927; Changed RESPOND_ID to LOCAL.",185018.921028137,3422.09251722156
544,LOCAL,LOCAL,LOCAL,,,LOCAL,"NJC_20140219_1442; Merged to match update. Changed attributes to update.; NJC_20140306_0927; Changed RESPOND_ID to LOCAL.",471746.714515686,4852.51250062108
545,LOCAL,LOCAL,LOCAL,,,LOCAL,"NJC_20140219_1457; Cut background poly to match update. Changed attributes to update.; Precom: update 8/23/06 for 2005 SRA rev; NJC_20140306_0927; Changed RESPOND_ID to LOCAL.",942713.158966064,10565.7921206661
546,LOCAL,LOCAL,LOCAL,,,LOCAL,"NJC_20140220_1530; Cut background poly to match update. Changed attributes to update.; NJC_20140306_0927; Changed RESPOND_ID to LOCAL.",116447.281684875,1887.55685308667
547,LOCAL,LOCAL,LOCAL,,,LOCAL,"NJC_20140221_0705; Cut background to match update. Changed attributes to update. Cleaned slivers around update.; PreCom: NPS correction of CDF change; NJC_20140306_0927; Changed RESPOND_ID to LOCAL.",1242959.10584068,10418.4679514149
548,LOCAL,LOCAL,LOCAL,,,LOCAL,"NJC_20140221_0804; Cleaned slivers around update. Cut backround to match update. Changed attributes to update.; PreCom: NPS correction of CDF change; NJC_20140306_0927; Changed RESPOND_ID to LOCAL.",2406087.79727173,10880.9844863358
549,LOCAL,LOCAL,LOCAL,,,LOCAL,"NJC_20140221_0813; Cleaned slivers arund upate. Cut background to match update. Changed attributes to update.; PreCom: NPS correction of CDF change; NJC_20140306_0927; Changed RESPOND_ID to LOCAL.",3314045.84594536,10833.5356398733
550,LOCAL,LOCAL,LOCAL,,,LOCAL,"NJC_20140221_0834; Cut background to match update. Changed attributes to update.; NJC_20140306_0927; Changed RESPOND_ID to LOCAL.",24267.1654815674,726.623649804822
551,LOCAL,LOCAL,LOCAL,,,LOCAL,"NJC_20140221_0842; Cut background to match update. Changed attributes to update.; NJC_20140306_0927; Changed RESPOND_ID to LOCAL.",80240.8456268311,1990.19652909699
552,LOCAL,LOCAL,LOCAL,,,LOCAL,"NJC_20140221_0843; Cut background to match update. Changed attributes to update.; NJC_20140306_0927; Changed RESPOND_ID to LOCAL.",39126.915802002,1250.30891593324
553,LOCAL,LOCAL,LOCAL,,,LOCAL,"NJC_20140221_0854; Cut background to match update. Changed attributes to update.; NJC_20140306_0927; Changed RESPOND_ID to LOCAL.",19644.0553131104,861.008988479028
554,LOCAL,LOCAL,LOCAL,,,LOCAL,"NJC_20140221_0858; Cut background to match update. Changed attributes to update.; NJC_20140306_0927; Changed RESPOND_ID to LOCAL.",305216.601225853,3195.45973826311
555,LOCAL,LOCAL,LOCAL,,,LOCAL,"NJC_20140221_0906; Cut background to match update. Changed attributes to update.; NJC_20140306_0927; Changed RESPOND_ID to LOCAL.",13738.903339386,553.050807312816
556,LOCAL,LOCAL,LOCAL,,,LOCAL,"NJC_20140221_0912; Cut background to match update. Changed attributes to update.; NJC_20140306_0927; Changed RESPOND_ID to LOCAL.",121368.066267014,3753.33663789257
557,LOCAL,LOCAL,LOCAL,,,LOCAL,"NJC_20140221_0922; Cut background to match update. Changed attributes to update.; NJC_20140306_0927; Changed RESPOND_ID to LOCAL.",7132.71866035461,376.17387604521
558,LOCAL,LOCAL,LOCAL,,,LOCAL,"NJC_20140221_0926; Cut background to match update. Changed attributes to update. Merged like attributes; NJC_20140306_0927; Changed RESPOND_ID to LOCAL.",6631667.0348959,11867.8110327863
559,LOCAL,LOCAL,LOCAL,,,LOCAL,"NJC_20140221_0947; Cut background to match update. Changed attributes to update.; NJC_20140306_0927; Changed RESPOND_ID to LOCAL.",9093.44374084473,535.867005778921
560,LOCAL,LOCAL,LOCAL,,,LOCAL,"NJC_20140221_0949; Cut background to match update. Changed attributes to update.; NJC_20140306_0927; Changed RESPOND_ID to LOCAL.",263683.108322144,2179.75555938418
561,LOCAL,LOCAL,LOCAL,,,LOCAL,"NJC_20140221_0950; Cut background to match update. Changed attributes to update.; NJC_20140306_0927; Changed RESPOND_ID to LOCAL.",22035.3022737503,619.735830973251
562,LOCAL,LOCAL,LOCAL,,,LOCAL,"NJC_20140221_0951; Changed attributes to update.; NJC_20140306_0927; Changed RESPOND_ID to LOCAL.",660864.457977295,4326.59505942369
563,LOCAL,LOCAL,LOCAL,,,LOCAL,"NJC_20140221_0957; Cut background to match update. Changed attributes to update.; NJC_20140306_0927; Changed RESPOND_ID to LOCAL.",191490.429101944,2248.10177076308
564,LOCAL,LOCAL,LOCAL,,,LOCAL,"NJC_20140221_1006; Cut background to match update. Merged like attributes. Changed attributes to update.; NJC_20140306_0927; Changed RESPOND_ID to LOCAL.",214082.79934597,4934.57994108741
565,LOCAL,LOCAL,LOCAL,,,LOCAL,"NJC_20140221_1023; Cut background to match update. Changed attributes to update.; NJC_20140306_0927; Changed RESPOND_ID to LOCAL.",398.621091842651,216.906196091199
566,LOCAL,LOCAL,LOCAL,,,LOCAL,"NJC_20140221_1038; Cut background to match update. Changed attributes to update. Cleaned slivers around update.; NJC_20140306_0927; Changed RESPOND_ID to LOCAL.",24363.3032188416,637.771592846709
567,LOCAL,LOCAL,LOCAL,,,LOCAL,"NJC_20140221_1046; Cut background to match update. Changed attributes to match update. Cleaned slivers around update.; NJC_20140306_0927; Changed RESPOND_ID to LOCAL.",14401.212808609,907.240610197205
568,LOCAL,LOCAL,LOCAL,,,LOCAL,"NJC_20140221_1055; Cut background to match update. Changed sttributes to update. Cleaned slivers around update.; NJC_20140306_0927; Changed RESPOND_ID to LOCAL.",316351.983728409,4406.83859503923
569,LOCAL,LOCAL,LOCAL,,,LOCAL,"NJC_20140224_0753; Cleaned slivers around update. Cut background to match update. Changed attributes to match update.; NJC_20140306_0927; Changed RESPOND_ID to LOCAL.",139237.242248535,3068.12257457726
570,LOCAL,LOCAL,LOCAL,,,LOCAL,"NJC_20140224_0828; Cut background to match update. Changed attributes to match update. Cleaned slivers around update. Merged like attributes.; NJC_20140306_0927; Changed RESPOND_ID to LOCAL.",614680.199316978,8246.81540254833
571,LOCAL,LOCAL,LOCAL,,,LOCAL,"NJC_20140224_0833; Cleaned slivers around update. Cut background to match update. Changed attributes to match update.; NJC_20140306_0927; Changed RESPOND_ID to LOCAL.",306901.523205757,2539.36583128603
572,LOCAL,LOCAL,LOCAL,,,LOCAL,"NJC_20140224_0857; Cut background to match update. Changed attributes to match update. Cleaned slivers around update.; NJC_20140306_0927; Changed RESPOND_ID to LOCAL.",368147.550733566,4813.12162139169
573,LOCAL,LOCAL,LOCAL,,,LOCAL,"NJC_20140224_0936; Cut background to match update. Changed attributes to match update. Cleaned slivers around update.; NJC_20140306_0927; Changed RESPOND_ID to LOCAL.",44135.0358295441,993.915042353321
574,LOCAL,LOCAL,LOCAL,,,LOCAL,"NJC_20140224_0949; Cut background to match update. Changed attributes to match update.; NJC_20140306_0927; Changed RESPOND_ID to LOCAL.",191137.088077545,1810.53626120317
575,LOCAL,LOCAL,LOCAL,,,LOCAL,"NJC_20140224_0958; Cut background to match update. Changed attributes to match update. Cleaned slivers around update.; NJC_20140306_0927; Changed RESPOND_ID to LOCAL.",693.565263748169,105.509855123839
576,LOCAL,LOCAL,LOCAL,,,LOCAL,"NJC_20140224_1003; Cut background to match update. Changed attributes to match update.; NJC_20140306_0927; Changed RESPOND_ID to LOCAL.",12884.2737159729,750.449924900492
577,LOCAL,LOCAL,LOCAL,,,LOCAL,"NJC_20140224_1005; Cut background to match update. Changed attributes to match update.; NJC_20140306_0927; Changed RESPOND_ID to LOCAL.",20127.0251197815,571.753805184858
578,LOCAL,LOCAL,LOCAL,,,LOCAL,"NJC_20140224_1021; Cut background to match update. Changed attributes to match update.; NJC_20140306_0927; Changed RESPOND_ID to LOCAL.",72137.6129264832,1495.90383471306
579,LOCAL,LOCAL,LOCAL,,,LOCAL,"NJC_20140224_1023; Cut background to match update. Changed attributes to match update.; NJC_20140306_0927; Changed RESPOND_ID to LOCAL.",141747.630302429,1611.52871808934
580,LOCAL,LOCAL,LOCAL,,,LOCAL,"NJC_20140224_1025; Cut background to match update. Changed attributes to match update.; NJC_20140306_0927; Changed RESPOND_ID to LOCAL.",11413.2067832947,529.504188502804
581,LOCAL,LOCAL,LOCAL,,,LOCAL,"NJC_20140226_0843; Merged like attributes. Cleaned slivers.; NJC_20140306_0927; Changed RESPOND_ID to LOCAL.",167343863.687065,247000.009592495
582,LOCAL,LOCAL,LOCAL,,,LOCAL,"NJC_20140226_0908; Cleaned Slivers; NJC_20140306_0927; Changed RESPOND_ID to LOCAL.",659027.517471313,3248.27147642045
583,LOCAL,LOCAL,LOCAL,,,LOCAL,"NJC_20140226_0929; Cleanen slivers.; NJC_20140306_0927; Changed RESPOND_ID to LOCAL.",1102613.23678589,4276.44449052321
584,LOCAL,LOCAL,LOCAL,,,LOCAL,"NJC_20140226_0939; Cleaned slivers.; NJC_20140306_0927; Changed RESPOND_ID to LOCAL.",520496.027069092,3454.96295476507
585,LOCAL,LOCAL,LOCAL,,,LOCAL,"NJC_20140226_0943; Cleaned slivers.; NJC_20140306_0927; Changed RESPOND_ID to LOCAL.",1164000436.05923,664253.479587708
586,LOCAL,LOCAL,LOCAL,,,LOCAL,"NJC_20140226_1045; Cleaned slivers.; NJC_20140306_0927; Changed RESPOND_ID to LOCAL.",5344487.24035645,11486.3197089656
587,LOCAL,LOCAL,LOCAL,,,LOCAL,"NJC_20140226_1048; Cleaned slivers; NJC_20140306_0927; Changed RESPOND_ID to LOCAL.",1727750.32736206,14475.2787831426
588,LOCAL,LOCAL,LOCAL,,,LOCAL,"NJC_20140230_0930; Cut background poly to match update. Chnaged attributes to match update. Merged like attributes. Cleaned slivers around update.; NJC_20140306_0927; Changed RESPOND_ID to LOCAL.",51457.1336460114,1289.30812557481
589,LOCAL,LOCAL,LOCAL,,,LOCAL,"NJC_20140304_0953; Cleaned slivers around update.; NJC_20140306_0927; Changed RESPOND_ID to LOCAL.",13451129.6534042,81087.5102510288
590,LOCAL,LOCAL,LOCAL,,,LOCAL,"NJC_20140417_0852; AGENCY/GROUP/RESPOND/COST=LOCAL",1200808.9093563,6045.20651348994
591,LOCAL,LOCAL,LOCAL,,,LOCAL,"NJC_20140417_0900; RESPOND/COST=LOCAL/LOCAL; Original TrackNum=01_FT; NJC_20140224_1120; Cut background to match update. Changed attributes to match update. Cleaned slivers around update.",1278180.84770966,8377.78889682168
592,LOCAL,LOCAL,LOCAL,,,LOCAL,"NJC_20140417_0905; RESPOND/AGREEMENTS=LOCAL/BLANK; Original TrackingNum=01_C; NJC_20140213_1208; Cut the updated shape and then changed the attributes.",749452.266646385,4404.57846195077
593,LOCAL,LOCAL,LOCAL,,,LOCAL,"NJC_20140417_0916; RESPOND/AGREEMENTS=LOCAL/BLANK; NJC_20140213_1253; Changed attributes only.",1557768.96864128,8151.40700064611
594,LOCAL,LOCAL,LOCAL,,,LOCAL,"NJC_20140417_0918; RESPOND/AGREEMENTS=LOCAL/BLANK; NJC_20140213_1255",225707.445690155,2047.89614929696
595,LOCAL,LOCAL,LOCAL,,,LOCAL,"NJC_20140417_0926; RESPOND/AGREEMENTS=LOCAL/BLANK; NJC_20140218_0953",11707.7966483831,444.191103201155
596,LOCAL,LOCAL,LOCAL,,,LOCAL,"NJC_20140417_0934; RESPOND=LOCAL; NJC_20140213_1145; Changed attributes only.",371533.383126497,3343.37701440005
597,LOCAL,LOCAL,LOCAL,,,LOCAL,"NJC_20140417_0938; RESPOND=LOCAL; NJC_20140213_1151; Changed attributes only.",326559.178723454,3284.66596765224
598,LOCAL,LOCAL,LOCAL,,,LOCAL,"NJC_20140417_1027; This poly was void. Fixed to make local.",0.810193538665771,83.2459906388431
599,LOCAL,LOCAL,LOCAL,,,LOCAL,"NJC_20140424_1157; Changed RespondId/CostApporver/Agreements",2619672.88127518,6481.81989233806
600,LOCAL,LOCAL,LOCAL,,,LOCAL,"NJC_20140507_0854; This poly’s attributes were unintentionally changed in DPA14_1. The attributes were reverted back to DPA13_4.",561522533.619308,465142.956094782
601,LOCAL,LOCAL,LOCAL,,,LOCAL,"NJC_20140508_1205; Cut background polygon and updated attributes.",9401.21170043945,494.97180583762
602,LOCAL,LOCAL,LOCAL,,,LOCAL,"NJC_Cut background poly to match update. Changed attributes to update. Cleaned slivers around update.; NJC_20140306_0927; Changed RESPOND_ID to LOCAL.",65893.0214996338,2683.20434729097
603,LOCAL,LOCAL,LOCAL,,,LOCAL,Pleasanton annex,20262.7737951279,1008.34459151675
604,LOCAL,LOCAL,LOCAL,,,LOCAL,Redlands annex,2814.301902771,250.949946193265
605,LOCAL,LOCAL,LOCAL,,,LOCAL,Rule violation: FRA protected by contract county,236998.862602234,2725.61030923979
606,LOCAL,LOCAL,LOCAL,,,LOCAL,Rule violation: LRA protected by contract county,1619816.51839304,31000.9536290855
607,LOCAL,LOCAL,LOCAL,,,LOCAL,Santa Clarita annexation,811615.869842529,6370.92433090149
608,LOCAL,LOCAL,LOCAL,,,LOCAL,Saratoga annex,312624.063043594,3204.75270779204
609,LOCAL,LOCAL,LOCAL,,,LOCAL,Saratoga annexation,612972.374655724,6119.89173582652
610,LOCAL,LOCAL,LOCAL,,,LOCAL,"update 8/23/06 for 2005 SRA rev; NJC_20140306_0927; Changed RESPOND_ID to LOCAL.",2182733.98523712,8734.9170536608
611,LOCAL,LOCAL,LOCAL,,,LOCAL,"Updated 8/22/06 for 2005 SRA rev; NJC_20140306_0927; Changed RESPOND_ID to LOCAL.",7307699.73808289,16799.2897306273
612,LOCAL,LOCAL,LOCAL,, ,LOCAL,DPA ID: SCU_002  Void in DPA data,37891.3005280495,959.714183240031
613,LOCAL,LOCAL,LOCAL,, ,LOCAL,DPA ID: SCU_003  Void in DPA data,32959.5628519058,1483.96210381743
614,LOCAL,LOCAL,LOCAL,, ,LOCAL,DPA ID: SCU_007  2 Voids in DPA data,169282.634107918,4942.48418754367
615,LOCAL,LOCAL,LOCAL,,CNTRCT,LOCAL,DPA ID:  VNC_060  ,1127.88170623779,193.293944786087
616,LOCAL,LOCAL,LOCAL,LOCAL,,LOCAL,,2421882.38226843,29725.6486722584
617,LOCAL,LOCAL,NEU,CANEU,CDFLWC,CDF,,35869.3078181744,955.66589534759
618,LOCAL,LOCAL,NEU,CANEU,CDFLWC,CDF, ,26980875.374261,83829.1733251923
619,LOCAL,LOCAL,NEU,CANEU,CDFLWC,CDF,City of Lincoln LWC,5253662.52675247,15184.2705131895
620,LOCAL,LOCAL,NEU,CANEU,CDFLWC,CDF,City of Rocklin LWC,2889825.75728035,10228.6861776021
621,LOCAL,LOCAL,NEU,CANEU,CDFLWC,CDF,Town of Truckee LWC. Adjusted for DPA.,87487.5328226089,15745.3381265739
622,LOCAL,LOCAL,RRU,CARRU,CDFLWC,CDF, ,8850189.79602814,37036.6503067344
623,LOCAL,LOCAL,RRU,CARRU,CDFLWC,CDF,City of Anaheim LWC,6918702.05078125,77834.0784796148
624,LOCAL,LOCAL,RRU,CARRU,CDFLWC,CDF,City of Beaumont LWC,4706403.09553528,10087.0966928368
625,LOCAL,LOCAL,RRU,CARRU,CDFLWC,CDF,City of Calimesa LWC,13017953.1382217,30488.8603209586
626,LOCAL,LOCAL,RRU,CARRU,CDFLWC,CDF,City of Corona WPA,2894576.43507385,11095.1695424072
627,LOCAL,LOCAL,RRU,CARRU,CDFLWC,CDF,City of Eastvale WPA,5093851.2305069,17420.4135476236
628,LOCAL,LOCAL,RRU,CARRU,CDFLWC,CDF,City of Jurupa Valley LWC,25326680.2978058,67290.0993056433
629,LOCAL,LOCAL,RRU,CARRU,CDFLWC,CDF,City of Lake Elsinore LWC,6807954.84300995,36840.3281755342
630,LOCAL,LOCAL,RRU,CARRU,CDFLWC,CDF,City of Murrieta LWC,92149.2546768188,4052.04248052793
631,LOCAL,LOCAL,RRU,CARRU,CDFLWC,CDF,City of Wildomar LWC,2708245.26055908,18760.2264981025
632,LOCAL,LOCAL,RRU,CARRU,CDFLWC,CDF,"NJC_20140224_1054; Cut background to match update. Changed attributes to match update. Cleaned slivers around update.",12173767.9653015,24481.9381219952
633,LOCAL,LOCAL,SHU,CASHU,CDFLWC,CDF,City of Shasta Lake WPA,15157430.6379738,33932.5575984319
634,NASA,FEDERAL,,CA1NAS,,NASA, ,1825017.50688934,7739.19848885907
635,NASA,FEDERAL,MOF,CAMOF,,MOF, ,5875335.4703722,10465.7326648293
636,NPS,FEDERAL,,CAJTP,,JTP,,80761.1929626465,1206.01397656804
637,NPS,FEDERAL,BNP,CABNP,,BNP,,650864.337841034,27573.8097032256
638,NPS,FEDERAL,BNP,CABNP,,BNP, ,187107450.152267,68121.1041298408
639,NPS,FEDERAL,BNP,CABNP,,BNP,"NJC_20140303_1253; Cut background to match to update. Changed attributes to update. LOCAL -> NPS",1387175.98659515,6836.99071176484
640,NPS,FEDERAL,CNP,CACNP,,CNP, ,509399842.701253,266668.674378624
641,NPS,FEDERAL,DVP,CADVP,,DVP,,138319647.450703,183387.957760935
642,NPS,FEDERAL,DVP,CADVP,,DVP, ,13055721611.6888,1351216.84313115
643,NPS,FEDERAL,EOP,CAEOP,,EOP,Eugene ONeill NHS,53187.1232719421,1054.39243311582
644,NPS,FEDERAL,GNP,CAGNP,,GNP,,15688709.5480549,45890.9896208868
645,NPS,FEDERAL,GNP,CAGNP,,GNP, ,115410337.794772,251664.869380658
646,NPS,FEDERAL,GNP,CAGNP,,GNP,DPA ID: MRN_002  FRA to NPS protection,952963.746052027,5577.46781162106
647,NPS,FEDERAL,GNP,CAGNP,,GNP,Phleger Estate,4991709.42995262,11133.2406302471
648,NPS,FEDERAL,GNP,CAGNP,,GNP,Rule violation: FRA protected by contract county,404668.728018522,10019.4965177472
649,NPS,FEDERAL,JMP,CAJMP,,JMP,,5157.63973370194,334.454323637923
650,NPS,FEDERAL,JMP,CAJMP,,JMP, ,1364379.68255094,7555.72544683043
651,NPS,FEDERAL,JTP,CAJTP,,JTP,,11780126.4436188,66491.2874480648
652,NPS,FEDERAL,JTP,CAJTP,,JTP,,3148115653.84372,733938.016691962
653,NPS,FEDERAL,JTP,CAJTP,,JTP, ,9465076.00166321,304585.826029271
654,NPS,FEDERAL,JTP,CAJTP,,JTP,"NJC_20140226_1640; Changed attributes to match update.",40735.6485137939,807.399315148233
655,NPS,FEDERAL,JTP,CAJTP,,JTP,"NJC_20140226_1643; Changed attributes to match update.",20343.5932312012,605.343605843906
656,NPS,FEDERAL,JTP,CAJTP,,JTP,"NJC_20140226_1645; Changed attributes to update.",38868.884185791,789.007925229951
657,NPS,FEDERAL,JTP,CAJTP,,JTP,"NJC_20140226_1648; Cut update from background. Changed attributes to match update.",172345.660079956,1812.97333080492
658,NPS,FEDERAL,JTP,CAJTP,,JTP,NPS Tract ID:  104-58,20343.4397735596,605.873229135769
659,NPS,FEDERAL,JTP,CAJTP,,JTP,NPS Tract ID:  117-37,20279.7784576416,604.161612028107
660,NPS,FEDERAL,JTP,CAJTP,,JTP,NPS Tract ID:  118-28,40582.9740142822,805.810850759751
661,NPS,FEDERAL,JTP,CAJTP,,JTP,NPS Tract ID:  118-45,81229.1647796631,1208.58414053038
662,NPS,FEDERAL,JTP,CAJTP,,JTP,NPS Tract ID:  118-59,20292.5866546631,604.598931350592
663,NPS,FEDERAL,JTP,CAJTP,,JTP,NPS Tract ID:  125-66,20632.9984741211,609.606326437933
664,NPS,FEDERAL,JTP,CAJTP,,JTP,NPS Tract ID:  126-23,42690.4749145508,826.852147657121
665,NPS,FEDERAL,JTP,CAJTP,,JTP,NPS Tract ID:  127-53,38523.5488739014,785.440645274295
666,NPS,FEDERAL,JTP,CAJTP,,JTP,NPS Tract ID:  128-39,39269.2367401123,793.670070179074
667,NPS,FEDERAL,JTP,CAJTP,,JTP,NPS Tract ID:  128-43,58095.7778778076,976.639144666412
668,NPS,FEDERAL,JTP,CAJTP,,JTP,NPS Tract ID:  129-13,20384.1728973389,609.336831145277
669,NPS,FEDERAL,JTP,CAJTP,,JTP,NPS Tract ID:  130-33,40870.8303222656,808.67175376697
670,NPS,FEDERAL,JTP,CAJTP,,JTP,NPS Tract ID:  131-44,20227.6283721924,603.451510632323
671,NPS,FEDERAL,JTP,CAJTP,,JTP,NPS Tract ID:  131-69,20227.3144989014,603.445620899302
672,NPS,FEDERAL,JTP,CAJTP,,JTP,NPS Tract ID:  134-02,162291.700775146,2016.03271943057
673,NPS,FEDERAL,JTP,CAJTP,,JTP,NPS Tract ID:  138-03,147460.771377563,1525.53937250794
674,NPS,FEDERAL,JTP,CAJTP,,JTP,NPS Tract ID:  138-05,296050.591064453,3057.04782252373
675,NPS,FEDERAL,JTP,CAJTP,,JTP,NPS Tract ID:  148-13,321283.804977417,2398.57227541652
676,NPS,FEDERAL,JTP,CAJTP,,JTP,NPS Tract ID:  148-20,162659.669189453,1613.24996992757
677,NPS,FEDERAL,JTP,CAJTP,,JTP,NPS Tract ID:  148-25,646897.597076416,3217.21511793448
678,NPS,FEDERAL,JTP,CAJTP,,JTP,NPS Tract ID:  148-36,60552.1607971191,1004.7313088712
679,NPS,FEDERAL,JTP,CAJTP,,JTP,NPS Tract ID:  149-07,324151.894561768,2415.03208790553
680,NPS,FEDERAL,JTP,CAJTP,,JTP,NPS Tract ID:  149-09,162092.364746094,1610.42875773584
681,NPS,FEDERAL,JTP,CAJTP,,JTP,NPS Tract ID:  149-19,323353.234100342,2413.1298216313
682,NPS,FEDERAL,JTP,CAJTP,,JTP,NPS Tract ID:  149-34,323653.317214966,2413.40112147521
683,NPS,FEDERAL,JTP,CAJTP,,JTP,NPS Tract ID:  150-06,544700.291397095,3822.16757479505
684,NPS,FEDERAL,JTP,CAJTP,,JTP,NPS Tract ID:  150-10,160689.755661011,1603.49132347275
685,NPS,FEDERAL,JTP,CAJTP,,JTP,NPS Tract ID:  150-12,162965.645065308,1614.82507434872
686,NPS,FEDERAL,JTP,CAJTP,,JTP,NPS Tract ID:  150-13,162913.481918335,1614.55730194206
687,NPS,FEDERAL,JTP,CAJTP,,JTP,NPS Tract ID:  150-22,161878.44052124,1609.36528613825
688,NPS,FEDERAL,JTP,CAJTP,,JTP,NPS Tract ID:  150-26,323162.285934448,2411.24276295217
689,NPS,FEDERAL,JTP,CAJTP,,JTP,NPS Tract ID:  150-27,1290633.60191345,4817.9583764622
690,NPS,FEDERAL,JTP,CAJTP,,JTP,NPS Tract ID:  150-31,164104.362243652,1620.45163461441
691,NPS,FEDERAL,JTP,CAJTP,,JTP,NPS Tract ID:  150-36,40449.0776367188,804.482792023704
692,NPS,FEDERAL,JTP,CAJTP,,JTP,NPS Tract ID:  150-42,2589911.96173096,6437.30373669253
693,NPS,FEDERAL,JTP,CAJTP,,JTP,NPS Tract ID:  150-47,1292561.02412415,4824.71469184878
694,NPS,FEDERAL,JTP,CAJTP,,JTP,NPS Tract ID:  150-52,66415.8054504395,1244.95779253422
695,NPS,FEDERAL,JTP,CAJTP,,JTP,NPS Tract ID:  150-54,20223.8431854248,603.439920006342
696,NPS,FEDERAL,JTP,CAJTP,,JTP,NPS Tract ID:  150-56,80884.5231323242,1206.40378192743
697,NPS,FEDERAL,JTP,CAJTP,,JTP,NPS Tract ID:  150-58,40451.4371337891,804.501810351843
698,NPS,FEDERAL,JTP,CAJTP,,JTP,NPS Tract ID:  150-61,80896.8482055664,1206.88241222064
699,NPS,FEDERAL,JTP,CAJTP,,JTP,NPS Tract ID:  150-72,161937.383392334,1609.65979070352
700,NPS,FEDERAL,JTP,CAJTP,,JTP,NPS Tract ID:  150-83,161672.667816162,1608.34204928444
701,NPS,FEDERAL,JTP,CAJTP,,JTP,NPS Tract ID:  151-29,701233.690536499,3633.19779664616
702,NPS,FEDERAL,JTP,CAJTP,,JTP,NPS Tract ID:  151-30,2587682.70283508,6434.52841957489
703,NPS,FEDERAL,JTP,CAJTP,,JTP,NPS Tract ID:  151-37,323582.971633911,2556.68626328097
704,NPS,FEDERAL,JTP,CAJTP,,JTP,NPS Tract ID:  151-47,159453.915618896,2036.17030066263
705,NPS,FEDERAL,KNP,CAKNP,,KNP, ,3532732042.38208,447819.871452936
706,NPS,FEDERAL,LNP,CALNP,,LNP,,320154.700208664,2405.12299140503
707,NPS,FEDERAL,LNP,CALNP,,LNP, ,434656683.739874,107054.158084334
708,NPS,FEDERAL,MNP,CAMNP,,MNP,,9179479.61789703,16642.5266447089
709,NPS,FEDERAL,MNP,CAMNP,,MNP,,2647612996.71244,842754.209669192
710,NPS,FEDERAL,MNP,CAMNP,,MNP, ,95135511.3347702,471679.788129818
711,NPS,FEDERAL,MNP,CAMNP,,MNP,128-22,163750.43674469,1618.19217050993
712,NPS,FEDERAL,MNP,CAMNP,,MNP,144-23,475040.565055847,3205.42222493633
713,NPS,FEDERAL,MNP,CAMNP,,MNP,144-40,20144.3443145752,602.678135334765
714,NPS,FEDERAL,MNP,CAMNP,,MNP,144-58,161147.170455933,1699.17611391444
715,NPS,FEDERAL,MNP,CAMNP,,MNP,144-60,157685.725463867,1980.28206353425
716,NPS,FEDERAL,MNP,CAMNP,,MNP,144-61,238455.015060425,2377.12760492769
717,NPS,FEDERAL,MNP,CAMNP,,MNP,145-27,636937.473434448,3508.25311261483
718,NPS,FEDERAL,MNP,CAMNP,,MNP,145-32,79830.5384063721,1210.61182270849
719,NPS,FEDERAL,MNP,CAMNP,,MNP,145-33,78855.9339447021,1180.40867790619
720,NPS,FEDERAL,MNP,CAMNP,,MNP,145-44,36202.3280944824,803.159574976595
721,NPS,FEDERAL,MNP,CAMNP,,MNP,148-28,441292.797042847,3995.68795414041
722,NPS,FEDERAL,MNP,CAMNP,,MNP,148-31,92216.4044647217,1318.5393618446
723,NPS,FEDERAL,MNP,CAMNP,,MNP,148-38,688738.877182007,4258.92288463498
724,NPS,FEDERAL,MNP,CAMNP,,MNP,182-52,7107.48803710938,402.123914254013
725,NPS,FEDERAL,MNP,CAMNP,,MNP,183-01,330441.408927917,2434.29978065148
726,NPS,FEDERAL,MNP,CAMNP,,MNP,183-02,163900.82950592,1617.91472024451
727,NPS,FEDERAL,MNP,CAMNP,,MNP,183-07,80552.2448501587,1205.00098779664
728,NPS,FEDERAL,MNP,CAMNP,,MNP,183-16,41141.7369766235,811.341936737375
729,NPS,FEDERAL,MNP,CAMNP,,MNP,190-07,21324.5988006592,629.512507865815
730,NPS,FEDERAL,MNP,CAMNP,,MNP,190-09,23378.5519714355,635.85031248312
