OBJECTID,DPA_AGENCY,DPA_GROUP,RESPOND_ID,NWCG_UNITID,AGREEMENTS,COST_APPOR,COMMENTS,Shape__Area,Shape__Length
731,NPS,FEDERAL,MNP,CAMNP,,MNP,190-16,20297.6538696289,604.538792652207
732,NPS,FEDERAL,MNP,CAMNP,,MNP,192-32,162686.358917236,2024.40939750837
733,NPS,FEDERAL,MNP,CAMNP,,MNP,192-39,60162.295715332,1000.95658217956
734,NPS,FEDERAL,MNP,CAMNP,,MNP,193-26,310795.143562317,2381.9452733604
735,NPS,FEDERAL,MNP,CAMNP,,MNP,197-10,86110.5697555542,1239.11436028957
736,NPS,FEDERAL,MNP,CAMNP,,MNP,197-11,1281105.09094238,4811.71582895097
737,NPS,FEDERAL,MNP,CAMNP,,MNP,"NJC_20140226_1656; Cleaned slivers. Cut update from background. Changed attributes to match update.",81097.456237793,1207.04763829959
738,NPS,FEDERAL,MNP,CAMNP,,MNP,"NJC_20140226_1659; Cut update from background. Changed attributes to match update.",161279.572898865,1606.39084516949
739,NPS,FEDERAL,MNP,CAMNP,,MNP,"NJC_20140226_1702; Cut background to match updated. Changed attributes to match update.",160438.807571411,1607.61097076727
740,NPS,FEDERAL,MNP,CAMNP,,MNP,"NJC_20140227_1426; Cut update from backgorund. Changed attributes to match update. LOCAL -> Federal",80867.2068405151,1206.05169446591
741,NPS,FEDERAL,MNP,CAMNP,,MNP,"NJC_20140227_1438; Cleaned slivers around update. Cut updaqte from background. Changed attributes to update. LOCAL -> FEDERAL",20153.6960144043,602.006680035945
742,NPS,FEDERAL,MNP,CAMNP,,MNP,"NJC_20140227_1452; Cleaned slivers around update. Cut update from background. Changed attributes to match update. LOCAL -> Federal",558833.783691406,3036.69767773245
743,NPS,FEDERAL,MNP,CAMNP,,MNP,"NJC_20140227_1511; Cleaned up slivers around update. Cut update from background. Changed attributes to update. LOCAL -> FEDERAL",652051.709602356,4021.89189257626
744,NPS,FEDERAL,MNP,CAMNP,,MNP,"NJC_20140227_1531; Cleaned slivers around update. cut update from background. Changed attributes to update. LOCAL -> FEDERAL",40449.7438278198,804.626926788016
745,NPS,FEDERAL,MNP,CAMNP,,MNP,"NJC_20140227_1534; Cut update from background. Changed attributes to match update. LOCAL -> FEDERAL",566037.624221802,3217.37155439595
746,NPS,FEDERAL,MNP,CAMNP,,MNP,"NJC_20140227_1555; Cleaned slivers around update. Cut update from background. Changed attributes to update. LOCAL -> FEDERAL",40496.0677032471,1006.81802553478
747,NPS,FEDERAL,MNP,CAMNP,,MNP,"NJC_20140227_1559; Cut update from background. Changed attributes to match update. LOCAL -> FEDERAL",40395.0401306152,1005.78929038173
748,NPS,FEDERAL,MNP,CAMNP,,MNP,"NJC_20140227_1615; Cleaned slivers around update. Cut update from background. changed attributes to update. LOCAL -> FEDERAL",80896.9843597412,1207.05050552199
749,NPS,FEDERAL,MNP,CAMNP,,MNP,NJC_20140303,81311.9744491577,1210.62534251364
750,NPS,FEDERAL,MNP,CAMNP,,MNP,"NJC_20140303_1302; Cleaned slivers around update. Cut update from background. Changed attributes to update. LOCAL -> FEDERAL",88839.2425460815,1252.17968587839
751,NPS,FEDERAL,MNP,CAMNP,,MNP,"NJC_20140303_1335; Cleaned slivers around update. Cut update from background. Changed attributes to match update. LOCAL -> FEDERAL",80870.2368087769,1205.44165689714
752,NPS,FEDERAL,MNP,CAMNP,,MNP,"NJC_20140303_1353; Cleaned slivers around update. Cut update from background. Changed attributes to match update. LOCAL -> FEDERAL",80908.0731964111,1206.42674599829
753,NPS,FEDERAL,MNP,CAMNP,,MNP,"NJC_20140303_1400; Cleaned slivers around update. Cut update from background poly. Changed attributes to match update. LOCAL -> FEDERAL",144425.44846344,1503.25325946062
754,NPS,FEDERAL,MNP,CAMNP,,MNP,"NJC_20140303_1426; Cut update from background poly. Changed attributes to match update. LOCAL -> FEDERAL",20507.3927993774,608.495312362567
755,NPS,FEDERAL,MNP,CAMNP,,MNP,"NJC_20140303_1435; Cut update from background. Changed attributes to match update. LOCAL -> FEDERAL",40714.2669296265,807.15171084242
756,NPS,FEDERAL,MNP,CAMNP,,MNP,"NJC_20140303_1442; Cleaned slivers around update. Cut update from background poly. Changed attributes to update. LOCAL -> FEDERAL",8839.77535247803,446.811662976501
757,NPS,FEDERAL,MNP,CAMNP,,MNP,"NJC_20140303_1445; Cut update from background poly. Changes attributes to match update. LOCAL -> FEDERAL",20973.3645172119,617.623934813334
758,NPS,FEDERAL,MNP,CAMNP,,MNP,"NJC_20140303_1456; Cleaned slivers around update. Cut update from background. Changed attributes to match update. LOCAL -> FEDERAL",41178.5854721069,811.715251710432
759,NPS,FEDERAL,MNP,CAMNP,,MNP,"NJC_20140304_0833; Cleaned slivers aroundthe update. Cut update from background. Changed attributes to match update. LOCAL -> FEDERAL",248036.588142395,2226.88201724065
760,NPS,FEDERAL,MNP,CAMNP,,MNP,"NJC_20140304_0953; Cleaned slivers around update.",3371989764.93171,1167663.47783625
761,NPS,FEDERAL,MNP,CAMNP,,MNP,"NJC_20140325_1422; Cleaned sliver.",5934.60299682617,497.579217263678
762,NPS,FEDERAL,MNP,CAMNP,,MNP,NPS Tract ID:  101-31,88393.2459564209,1242.04849565323
763,NPS,FEDERAL,MNP,CAMNP,,MNP,NPS Tract ID:  103-18,157342.49420929,1605.24260337726
764,NPS,FEDERAL,MNP,CAMNP,,MNP,NPS Tract ID:  119-04,401254.910438538,3150.21353729725
765,NPS,FEDERAL,MNP,CAMNP,,MNP,NPS Tract ID:  119-09,315588.624313354,2392.0364053637
766,NPS,FEDERAL,MNP,CAMNP,,MNP,NPS Tract ID:  126-11,640001.764099121,3201.51286579986
767,NPS,FEDERAL,MNP,CAMNP,,MNP,NPS Tract ID:  135-08,380162.738983154,2566.51834398023
768,NPS,FEDERAL,MNP,CAMNP,,MNP,NPS Tract ID:  136-04,163628.30166626,1618.08637185365
769,NPS,FEDERAL,MNP,CAMNP,,MNP,NPS Tract ID:  136-06,163896.625656128,1619.36326726088
770,NPS,FEDERAL,MNP,CAMNP,,MNP,NPS Tract ID:  144-45,165093.296257019,1642.23138182472
771,NPS,FEDERAL,MNP,CAMNP,,MNP,NPS Tract ID:  144-63,161399.95526123,1606.98489026461
772,NPS,FEDERAL,MNP,CAMNP,,MNP,NPS Tract ID:  145-30,49942.4038696289,1045.94037947772
773,NPS,FEDERAL,MNP,CAMNP,,MNP,NPS Tract ID:  145-31,81284.042098999,1204.18580510489
774,NPS,FEDERAL,MNP,CAMNP,,MNP,NPS Tract ID:  145-43,489041.526107788,3425.45813625829
775,NPS,FEDERAL,MNP,CAMNP,,MNP,NPS Tract ID:  148-29,699405.098098755,3347.65928674132
776,NPS,FEDERAL,MNP,CAMNP,,MNP,NPS Tract ID:  149-05,648324.064956665,3219.71183132905
777,NPS,FEDERAL,MNP,CAMNP,,MNP,NPS Tract ID:  154-06,152448.060287476,1947.3555453922
778,NPS,FEDERAL,MNP,CAMNP,,MNP,NPS Tract ID:  155-08,40351.118347168,1004.11324201213
779,NPS,FEDERAL,MNP,CAMNP,,MNP,NPS Tract ID:  155-09,39843.3123779297,993.460501798854
780,NPS,FEDERAL,MNP,CAMNP,,MNP,NPS Tract ID:  155-11,80275.6431884766,1798.11598426657
781,NPS,FEDERAL,MNP,CAMNP,,MNP,NPS Tract ID:  155-14,72798.8277435303,1196.88076559512
782,NPS,FEDERAL,MNP,CAMNP,,MNP,NPS Tract ID:  157-09,78052.5391387939,1196.06032940275
783,NPS,FEDERAL,MNP,CAMNP,,MNP,NPS Tract ID:  157-10,240349.434776306,1996.61597054132
784,NPS,FEDERAL,MNP,CAMNP,,MNP,NPS Tract ID:  157-11,72739.5713348389,1154.48041972845
785,NPS,FEDERAL,MNP,CAMNP,,MNP,NPS Tract ID:  170-04,236683.137451172,2764.13739968072
786,NPS,FEDERAL,MNP,CAMNP,,MNP,NPS Tract ID:  170-05,60426.1361236572,2463.24075082319
787,NPS,FEDERAL,MNP,CAMNP,,MNP,NPS Tract ID:  181-14,443782.043571472,3193.41092975417
788,NPS,FEDERAL,MNP,CAMNP,,MNP,NPS Tract ID:  183-06,244358.647232056,2024.74372644726
789,NPS,FEDERAL,MNP,CAMNP,,MNP,NPS Tract ID:  184-03,139516.498039246,2373.09284818759
790,NPS,FEDERAL,MNP,CAMNP,,MNP,NPS Tract ID:  186-19,19238.1418609619,576.19673640487
791,NPS,FEDERAL,MNP,CAMNP,,MNP,NPS Tract ID:  186-23,36176.7408752441,762.122809293587
792,NPS,FEDERAL,MNP,CAMNP,,MNP,NPS Tract ID:  187-34,20785.9677352905,614.611098726273
793,NPS,FEDERAL,MNP,CAMNP,,MNP,NPS Tract ID:  187-40,19526.3591690063,589.542922375985
794,NPS,FEDERAL,MNP,CAMNP,,MNP,NPS Tract ID:  187-42,12408.5455856323,514.618440427908
795,NPS,FEDERAL,MNP,CAMNP,,MNP,NPS Tract ID:  188-46,80502.7494735718,1184.54673156849
796,NPS,FEDERAL,MNP,CAMNP,,MNP,NPS Tract ID:  189-16,60446.1313858032,1203.21625270874
797,NPS,FEDERAL,MNP,CAMNP,,MNP,NPS Tract ID:  190-03,19726.5070953369,593.42345508878
798,NPS,FEDERAL,MNP,CAMNP,,MNP,NPS Tract ID:  190-22,20260.8711090088,604.006653652671
799,NPS,FEDERAL,MNP,CAMNP,,MNP,NPS Tract ID:  190-36,162125.883544922,2012.68705103427
800,NPS,FEDERAL,MNP,CAMNP,,MNP,NPS Tract ID:  190-37,154379.412139893,1572.84719933924
801,NPS,FEDERAL,MNP,CAMNP,,MNP,NPS Tract ID:  190-41,81403.3249664307,1209.15919046514
802,NPS,FEDERAL,MNP,CAMNP,,MNP,NPS Tract ID:  192-14,335830.08303833,2453.89264647589
803,NPS,FEDERAL,MNP,CAMNP,,MNP,NPS Tract ID:  192-50,79585.6031188965,1192.59920637187
804,NPS,FEDERAL,MNP,CAMNP,,MNP,NPS Tract ID:  192-51,321278.282043457,2399.92034171757
805,NPS,FEDERAL,MNP,CAMNP,,MNP,NPS Tract ID:  192-56,155117.394882202,1610.04391938675
806,NPS,FEDERAL,MNP,CAMNP,,MNP,NPS Tract ID:  196-11,233393.142440796,2153.65893640778
807,NPS,FEDERAL,MNP,CAMNP,,MNP,NPS Tract ID:  197-69,162973.411270142,1614.89338197548
808,NPS,FEDERAL,PIP,CAPIP,,PIP,,107910787.696409,75848.3368397642
809,NPS,FEDERAL,RNP,CARNP,,RNP, ,221400767.604328,222438.718620773
810,NPS,FEDERAL,RNP,CARNP,,RNP,DPA ID: MRN_003  FRA to NPS protection,887128.973652363,4002.66525199144
811,NPS,FEDERAL,RNP,CARNP,,RNP,DPA ID: MRN_005  FRA to NPS protection,28301.242133379,894.783696817752
812,NPS,FEDERAL,RNP,CARNP,,RNP,DPA ID: MRN_006  FRA to NPS protection,26495.2622089386,743.702802880157
813,NPS,FEDERAL,RNP,CARNP,,RNP,Rule violation: FRA protected by contract county,601621.611614585,7720.9726602707
814,NPS,FEDERAL,RWP,CARWP,,RWP,,15666333.7773285,48262.9023207467
815,NPS,FEDERAL,RWP,CARWP,,RWP, ,304759023.932785,219957.049361839
816,NPS,FEDERAL,SMP,CASMP,,SMP,,3961.52327346802,277.324568526011
817,NPS,FEDERAL,SMP,CASMP,,SMP,,4279533.61375809,29826.7985582978
818,NPS,FEDERAL,SMP,CASMP,,SMP, ,89435265.1343536,259456.882304527
819,NPS,FEDERAL,SMP,CASMP,,SMP,"NJC_20140501_1313; Cleaned slivers.",998732.266685486,7493.48646044605
820,NPS,FEDERAL,SMP,CASMP,,SMP,Uncertain DPA per NPS,745487.124160767,6267.99635956865
821,NPS,FEDERAL,TMP,CATMP,,TMP,,81377.0483207703,1197.88641253351
822,NPS,FEDERAL,WNP,CAWNP,,WNP, ,203446247.498138,81772.0702885326
823,NPS,FEDERAL,YNP,CAYNP,,YNP, ,3023089850.10545,311173.55153475
824,UFW,FEDERAL,,AZCBR,,AZCBR,Cibola NWR AZ,12088834.2607727,36580.4957839928
825,UFW,FEDERAL,,AZHVR,,AZHVR,Havasu NWR AZ,23742402.1593323,64122.5676221718
826,UFW,FEDERAL,,AZIMR,,AZIMR,Imperial NWR AZ,42159674.6094513,75886.7501692194
827,UFW,FEDERAL, ,AZCBR,,AZCBR,Cibola NWR,10001228.6642761,42541.8745875627
828,UFW,FEDERAL, ,AZIMR,,AZIMR,Imperial NWR,1118896.4649353,29779.3136422431
829,UFW,FEDERAL,FWS,AZHVR,,AZHVR,Havasu NWR,424353.084259033,81465.2513640118
830,UFW,FEDERAL,LKR,CACLR,,FWS,Clear Lake NWR,583920.742080688,81303.4471936221
831,UFW,FEDERAL,LKR,CACLR,,FWS, ,135421418.3577,71582.8062685667
832,UFW,FEDERAL,LKR,CACRR,,FWS,Castle Rock NWR,6172.98652648926,1485.07154454098
833,UFW,FEDERAL,LKR,CACRR,,FWS, ,50276.1858978271,1331.65968031442
834,UFW,FEDERAL,LKR,CAHBR,,FWS,Humboldt Bay NWR,1045022.07498169,49660.0487934534
835,UFW,FEDERAL,LKR,CAHBR,,FWS,,3845156.53885651,30304.2783165765
836,UFW,FEDERAL,LKR,CAHBR,,FWS, ,10238091.1843567,46457.3856822204
837,UFW,FEDERAL,LKR,CALKR,,FWS,Lower Klamath NWR (CA),1609667.23225021,64625.7553599929
838,UFW,FEDERAL,LKR,CALKR,,FWS,Lower Klamath NWR (OR),24699.0431098938,17744.388282105
839,UFW,FEDERAL,LKR,CALKR,,FWS,,29470516.4955101,63659.4582939015
840,UFW,FEDERAL,LKR,CALKR,,FWS, ,178850248.532063,111926.803091985
841,UFW,FEDERAL,LKR,CAMDR,,FWS,Modoc NWR,400591.859189987,60288.3240193751
842,UFW,FEDERAL,LKR,CAMDR,,FWS,,28415549.3041992,61724.243700237
843,UFW,FEDERAL,LKR,CATKR,,FWS,Tule Lake NWR,801149.072208405,104936.114937323
844,UFW,FEDERAL,LKR,CATKR,,FWS, ,151800660.536587,140019.220241386
845,UFW,FEDERAL,LUR,CAADR,,FWS,Antioch Dunes NWR,6842.9778124094,4240.05210240105
846,UFW,FEDERAL,LUR,CAADR,,FWS,,205390.014432833,3389.84015165464
847,UFW,FEDERAL,LUR,CAEKR,,FWS,,1896630.21568811,8337.92886043021
848,UFW,FEDERAL,LUR,CAESR,,FWS,Ellicott Slough NWR,17811.3644237518,1871.61281873429
849,UFW,FEDERAL,LUR,CAESR,,FWS,,1219690.05603409,11559.3908917204
850,UFW,FEDERAL,LUR,CAFLR,,FWS,Farallon NWR,1777.02595806122,1148.05532805602
851,UFW,FEDERAL,LUR,CAFLR,,FWS,,580344.745769978,10073.215084954
852,UFW,FEDERAL,LUR,CAFWR,,FWS,Don Edwards San Francisco Bay NWR,5762601.44906712,136704.268056375
853,UFW,FEDERAL,LUR,CAFWR,,FWS,,117472958.454532,285475.763732044
854,UFW,FEDERAL,LUR,CAGRR,,FWS,,61248145.7910204,101745.897017956
855,UFW,FEDERAL,LUR,CAGRR,,FWS,,106318.15211153,34639.7794681919
856,UFW,FEDERAL,LUR,CAGRR,,FWS,San Luis NWR Complex,58310.7808527946,8532.89819431826
857,UFW,FEDERAL,LUR,CAKRR,,FWS,Kern NWR,1129005.76137257,42049.8046490339
858,UFW,FEDERAL,LUR,CAKRR,,FWS,,45324088.244833,29236.2873443324
859,UFW,FEDERAL,LUR,CALUR,,FWS,,73070687.4009738,82887.9300881507
860,UFW,FEDERAL,LUR,CALUR,,FWS,San Luis NWR,13359.687567234,35017.5229868625
861,UFW,FEDERAL,LUR,CALUR,,FWS,,224923.387255669,33327.2969588589
862,UFW,FEDERAL,LUR,CALUR,,LUR,,11575.4260520935,7593.85632595169
863,UFW,FEDERAL,LUR,CAMCR,,FWS,,15464714.3123102,26470.0196016852
864,UFW,FEDERAL,LUR,CAMCR,,FWS,Merced NWR,2296.30692434311,16417.5709552081
865,UFW,FEDERAL,LUR,CAMCR,,FWS,San Luis NWR Complex,1.20946502685547,183.147486917107
866,UFW,FEDERAL,LUR,CAPLR,,FWS,Pixley NWR,2399851.02394104,95467.279399275
867,UFW,FEDERAL,LUR,CAPLR,,FWS,,29038062.8857508,75488.6530842755
868,UFW,FEDERAL,LUR,CAPLR,,FWS,"NJC_20140225_1511; Cut background poly to match update. Changed attributes to match update.Local to Federal",247723.652501106,4188.75916095165
869,UFW,FEDERAL,LUR,CAPLR,,FWS,"NJC_20140226_0703; Cut background poly to match update. Chnaged attributes to match update. Local -> Federal",73831.2328958511,1387.99362675701
870,UFW,FEDERAL,LUR,CAPLR,,FWS,"NJC_20140226_0705; Cut background poly to match update. Chnaged attributes to match update. LOCAL -> FEDERAL",5058.46120929718,301.616499980044
871,UFW,FEDERAL,LUR,CAPLR,,FWS,"NJC_20140226_0708; Cut background poly to match update. Chnaged attributes to match update. LOCAL -> Federal",5058.45822620392,301.616399407523
872,UFW,FEDERAL,LUR,CAPLR,,FWS,"NJC_20140226_0711; Cut background poly to match update. Chnaged attributes to match update. LOCAL -> FEDERAL",3907.69800281525,271.659265968877
873,UFW,FEDERAL,LUR,CASIR,,FWS,Salinas River NWR,3696.26877784729,4998.79888013076
874,UFW,FEDERAL,LUR,CASIR,,FWS,,1536812.44219208,5600.24625469303
875,UFW,FEDERAL,LUR,CASJR,,FWS,San Joaquin River NWR,2252059.91419697,91992.7512061439
876,UFW,FEDERAL,LUR,CASJR,,FWS,,28547923.3290932,97953.2481900567
877,UFW,FEDERAL,LUR,CASPR,,FWS,San Pablo Bay NWR,12767413.932147,115659.916183665
878,UFW,FEDERAL,LUR,CASPR,,FWS,,49087564.4307177,75773.40936555
879,UFW,FEDERAL,LUR,CASPR,,FWS, ,22145356.0794148,50357.3517611929
880,UFW,FEDERAL,SWR,CABSR,,FWS,Butte Sink WMA,85703.2292995453,10787.7407144216
881,UFW,FEDERAL,SWR,CABSR,,FWS,,2895531.1911335,6714.73010579681
882,UFW,FEDERAL,SWR,CACMR,,FWS,Coleman NFH,6229.39052963257,1927.15913905013
883,UFW,FEDERAL,SWR,CACMR,,FWS,,312358.146141052,2764.8454788403
884,UFW,FEDERAL,SWR,CACUR,,FWS,Colusa NWR,260225.45151329,43430.4375593553
885,UFW,FEDERAL,SWR,CACUR,,FWS,,16434827.9499798,31787.4695349033
886,UFW,FEDERAL,SWR,CADLR,,FWS,Delevan NWR,528016.547597885,34928.1221102876
887,UFW,FEDERAL,SWR,CADLR,,FWS,,23431583.8409672,21205.7632277424
888,UFW,FEDERAL,SWR,CANVR,,FWS,,11129254.7266121,35947.5274019979
889,UFW,FEDERAL,SWR,CASKR,,FWS,Stone Lakes NWR,1106372.12852478,37860.7502183771
890,UFW,FEDERAL,SWR,CASKR,,FWS,,18613210.6918066,52681.2964769381
891,UFW,FEDERAL,SWR,CASRR,,FWS,Sacramento River NWR,1432753.65444183,110833.849748207
892,UFW,FEDERAL,SWR,CASRR,,FWS,,41011475.8929768,179384.691570616
893,UFW,FEDERAL,SWR,CASRR,,FWS,Roll back previous exectued changed.  Should have remained FWS.  ,113611.920196533,1615.13887189975
894,UFW,FEDERAL,SWR,CASTR,,FWS,Sutter NWR,435944.479676247,21082.4769245823
895,UFW,FEDERAL,SWR,CASTR,,FWS,,10667369.6844244,31768.2878112159
896,UFW,FEDERAL,SWR,CASWR,,FWS,Sacramento NWR,150095.288318634,29930.6049014772
897,UFW,FEDERAL,SWR,CASWR,,FWS,,44118800.5978966,40419.0496669671
898,UFW,FEDERAL,TNR,CABLR,,FWS,Blue Ridge NWR,119818.500989914,14639.2294174291
899,UFW,FEDERAL,TNR,CABLR,,FWS,,3552468.81047821,13341.2961534174
900,UFW,FEDERAL,TNR,CABRR,,FWS,Bitter Creek NWR,1139279.01713181,8540.04381894755
901,UFW,FEDERAL,TNR,CABRR,,FWS,,58974399.280508,71883.4402599368
902,UFW,FEDERAL,TNR,CACVR,,FWS,Coachella Valley NWR,816549.539840698,10263.6631781123
903,UFW,FEDERAL,TNR,CACVR,,FWS,,14566727.4692383,30462.7016592172
904,UFW,FEDERAL,TNR,CADBR,,FWS,San Diego Bay NWR,78384.019241333,18945.4614466689
905,UFW,FEDERAL,TNR,CADBR,,FWS,,9963005.89601135,37276.3211835345
906,UFW,FEDERAL,TNR,CADBR,,FWS,gap fix,410359.852722168,4377.92166381547
907,UFW,FEDERAL,TNR,CADBR,,FWS,"NJC_20140226_0932; Cleaned slivers; PreCom: San Diego NWR",105047.275543213,1369.81045275056
908,UFW,FEDERAL,TNR,CAGNR,,FWS,,10118999.1836338,17674.0763647182
909,UFW,FEDERAL,TNR,CAHPR,,FWS, ,9556404.24109268,18628.1313252868
910,UFW,FEDERAL,TNR,CASGR,,FWS,,3911467.75068665,10341.7396921977
911,UFW,FEDERAL,TNR,CASOR,,FWS,,141157239.920227,174964.800952946
912,UFW,FEDERAL,TNR,CASOR,,FWS, ,8200348.60638428,17310.1268482049
913,UFW,FEDERAL,TNR,CATJR,,FWS,Tijuana Slough NWR,31241.0908355713,8353.19875905551
914,UFW,FEDERAL,TNR,CATJR,,FWS,,4293465.760849,15341.6178458358
915,UFW,FEDERAL,TNR,CATNR,,FWS,San Diego NWR,3341089.50183105,46204.7449838449
916,UFW,FEDERAL,TNR,CATNR,,FWS,,36546897.4599457,126246.958105246
917,UFW,FEDERAL,TNR,CATNR,,FWS, ,3003501.78536987,43380.7523709093
918,UFW,FEDERAL,TNR,CATNR,,FWS,"NJC_20140225_1508; Cut background to match update. Changed attributes on update. State to Federal.",5621578.27172852,15446.8342348184
919,UFW,FEDERAL,TNR,CATNR,,FWS,"NJC_20140226_0724; Changed attributes to update.; PreCom: San Diego NWR",23700.1471252441,1032.96751210067
920,UFW,FEDERAL,TNR,CATNR,,FWS,"NJC_20140226_0738; Cleaned slivers around update. Cut update from background. Changed attributes to match update. STATE -> FEDERAL",41028.1717834473,810.300666838458
921,UFW,FEDERAL,TNR,CATNR,,FWS,"NJC_20140226_0751; Cleaned slivers around update. Cut update from background poly. Changed attributes to match update. LOCAL -> FEDERAL",242105.565658569,2957.09343910465
922,UFW,FEDERAL,TNR,CATNR,,FWS,"NJC_20140226_0754; Cut update from background poly. Changed attributes to match update. LOCAL -> FEDERAL",411179.096008301,3486.94567397688
923,UFW,FEDERAL,TNR,CATNR,,FWS,"NJC_20140226_0925; Cleaned Slivers.; PreCom: San Diego NWR",1092581.24954224,7104.29841286387
924,UFW,FEDERAL,TNR,CATNR,,FWS,"NJC_20140226_0943; Cleaned slivers.; NJC_20140306_0927; Changed RESPOND_ID to LOCAL.",106368.534912109,9600.63881002331
925,UFW,FEDERAL,TNR,CATNR,,FWS,"NJC_20140306_0927; Changed RESPOND_ID to LOCAL.",9.38850402832031,1287.35502119353
926,USF,FEDERAL,,ORRSF,,ORRSF, ,391417469.92955,161947.787396956
927,USF,FEDERAL,ANF,CAANF,,ANF, ,2815678530.35141,500251.98430779
928,USF,FEDERAL,BDF,CABDF,,BDF,,9951388.76583862,28455.5474069723
929,USF,FEDERAL,BDF,CABDF,,BDF, ,2957047895.97966,1078787.3449086
930,USF,FEDERAL,BDF,CABDF,,BDF,"NJC_20140304_1625; Changed attributes to match update. LOCAL -> FEDERAL",3856982.12872314,9653.98297398206
931,USF,FEDERAL,BDF,CABDF,,BDF,"NJC_20140304_1630; Change attributes to match update. LOCAL -> FEDERAL",642842.954315186,3217.97318468668
932,USF,FEDERAL,CNF,CACNF,,CNF,,161899.957519531,38138.2299101554
933,USF,FEDERAL,CNF,CACNF,,CNF,Proposed Change between MVU and CNF,56962360.4860687,76746.5488289494
934,USF,FEDERAL,CNF,CACNF,,CNF, ,2023757957.88919,654747.18367933
935,USF,FEDERAL,ENF,CAENF,,ENF, ,3097643714.29595,428172.305959676
936,USF,FEDERAL,INF,CAINF,,INF,,491518.793067172,3761.99386864522
937,USF,FEDERAL,INF,CAINF,,INF,,8363575541.09414,1584348.51031224
938,USF,FEDERAL,KNF,CAKNF,,KNF, ,1539144001.30804,377772.912497751
939,USF,FEDERAL,KNF,CAKNF,,KNF,Does not match USFS Ownership,5191160199.28796,682284.387329586
940,USF,FEDERAL,LNF,CALNF,,LNF, ,4568048628.18621,913139.098021422
941,USF,FEDERAL,LPF,CALPF,,LPF, ,7928016588.90076,1122619.81551771
942,USF,FEDERAL,LPF,CAVNC,,LPF,"NJC_20140224_0946; Cut background to match update. Changed attributes to match update. Local -> Federal",15022.3522968292,583.097642518057
943,USF,FEDERAL,MDF,CAMDF,,,,466678.721645355,62006.2930187949
944,USF,FEDERAL,MDF,CAMDF,,MDF,,414262.305984497,44678.2168406846
945,USF,FEDERAL,MDF,CAMDF,,MDF, ,7108361973.67167,1039374.91617939
946,USF,FEDERAL,MDF,CAMDF,,MDF,DPA ID:  LMU_003  CDF to USFS/MDF,4919021.6423893,40719.4731170166
947,USF,FEDERAL,MNF,CAMNF,,MNF, ,4281180789.04306,428913.279992979
948,USF,FEDERAL,MNF,CAMNF,,MNF,"NJC_20140305_0801; Cut background poly to match update. Chnaged attributes to match update. Clened area around update. LOCAL -> FEDERAL",826676.095607758,3693.82586533159
949,USF,FEDERAL,MNF,CAMNF,,MNF,"USFS Protection based on Agreement WOCVP-400-715. between BOR and USFS (March 16, 1988)",1891897.71492386,10202.6940676707
950,USF,FEDERAL,NV-HTF,NVHTF,,NVHTF, ,2964531605.31689,666103.654080815
951,USF,FEDERAL,PNF,CAPNF,,PNF, ,5972457886.38056,600483.801590279
952,USF,FEDERAL,SHF,CASHF,,SHF, ,9979653628.44384,1219402.02426204
953,USF,FEDERAL,SNF,CASNF,,SNF, ,5187707879.02415,625480.864438361
954,USF,FEDERAL,SQF,CASQF,,SQF,,5555546.91011047,14240.2536544791
955,USF,FEDERAL,SQF,CASQF,,SQF, ,4676877220.42772,1004874.6366629
956,USF,FEDERAL,SRF,CASRF,,SRF, ,5057332950.70382,761049.976573365
957,USF,FEDERAL,STF,CASTF,,STF, ,3554695781.0617,493062.572081814
958,USF,FEDERAL,TMU,CATMU,,TMU,,136907525.424483,388046.223290419
959,USF,FEDERAL,TMU,CATMU,,TMU,Lake Tahoe,151620363.387826,80169.3552351852
960,USF,FEDERAL,TMU,CATMU,,TMU, ,818182092.672493,546420.98835414
961,USF,FEDERAL,TNF,CATNF,,TNF,,2321102.25181758,18467.8607978423
962,USF,FEDERAL,TNF,CATNF,,TNF, ,4536280967.2631,751929.081693611
